epsilon,sample_index,cluster_id,final_bits,stable,residual_norm,max_real_eig,x_initial,y_initial,x_final,y_final
0.0,130,2,101,1,2.3075552e-16,-1.1298438,0.38564432 -0.9604752 0.8052721,-0.55309294 0.65789184 -0.32892004,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,131,2,101,1,2.3075552e-16,-1.1298438,-0.097638708 1.6429985 -0.40761173,-1.3419557 1.3858007 -1.0047843,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,132,0,010,1,2.3075552e-16,-1.1298438,-0.83287795 1.0603442 -1.9979502,0.77399611 -0.023924896 0.50832304,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,133,3,001,1,2.3075552e-16,-1.1298438,-0.65496145 -0.78715076 1.8209891,1.1832137 0.41676486 -0.45386081,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,134,3,001,1,2.3075552e-16,-1.1298438,-1.6001191 -1.7349024 -0.9051576,0.70468653 -0.72487778 -0.72551616,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,135,6,011,1,1.93574e-16,-1.1298438,0.11024455 1.0768017 1.9261354,1.3809498 0.20979587 0.43769873,-1.2247449 1.2247449 1.2247449,-0.61237244 0.61237244 0.61237244
0.0,136,2,101,1,1.93574e-16,-1.1298438,-0.66564809 -1.4038457 0.51651078,-1.0391442 1.1702942 -1.0572874,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,137,5,100,1,2.3075552e-16,-1.1298438,0.67184651 -1.7841266 0.74894777,-0.90749799 0.46553956 1.0192833,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,138,4,000,1,2.3075552e-16,-1.1298438,-1.8967899 -0.61333681 -1.4776091,-0.69089348 -0.45108488 1.4131072,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,139,1,110,1,2.3075552e-16,-1.1298438,-0.54234779 0.7619598 -0.91710938,-0.7577557 -0.32178767 0.34516426,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,140,4,000,1,2.3075552e-16,-1.1298438,0.35830299 -0.40004932 -1.2711992,0.99844001 0.17478336 0.28104865,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,141,3,001,1,2.3075552e-16,-1.1298438,0.91517118 -1.1537968 1.8041658,0.87400577 0.88656798 0.74373344,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,142,4,000,1,2.3075552e-16,-1.1298438,-1.1801912 0.60748111 -1.0260064,0.087523048 1.1734315 0.1014511,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,143,6,011,1,1.93574e-16,-1.1298438,-1.7351292 0.97843201 1.8989456,0.84304613 0.49375297 -1.2726684,-1.2247449 1.2247449 1.2247449,-0.61237244 0.61237244 0.61237244
0.0,144,4,000,1,2.3075552e-16,-1.1298438,-0.85897274 -1.8009066 -0.3657011,0.40965707 0.96168457 -0.36046984,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,145,4,000,1,1.93574e-16,-1.1298438,-0.51063034 -1.2148778 -1.7957222,0.57160118 -0.18916473 0.23019341,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,146,5,100,1,2.3075552e-16,-1.1298438,0.80340831 -0.3997206 1.399399,-0.057962223 0.11759286 0.94711639,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,147,0,010,1,2.3075552e-16,-1.1298438,-0.80225411 0.92726795 -0.91459303,0.78390839 0.3388163 1.3688216,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,148,6,011,1,1.93574e-16,-1.1298438,-0.1046601 0.90912362 -1.7426421,0.64721345 0.12365322 -0.80750147,-1.2247449 1.2247449 1.2247449,-0.61237244 0.61237244 0.61237244
0.0,149,1,110,1,2.3075552e-16,-1.1298438,1.206125 -1.2116544 0.017351199,0.43377642 -1.2336509 0.20068331,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,150,4,000,1,1.93574e-16,-1.1298438,-1.5430215 1.6478912 -1.1032175,0.22222358 1.3149716 -0.16321964,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,151,3,001,1,1.93574e-16,-1.1298438,-1.9555255 -0.47361606 0.37450115,0.12370572 1.3882603 -1.2166937,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,152,6,011,1,2.3075552e-16,-1.1298438,-1.5413322 -0.47843712 -0.25534044,0.94894935 -0.9774171 -1.4312974,-1.2247449 1.2247449 1.2247449,-0.61237244 0.61237244 0.61237244
0.0,153,0,010,1,2.3075552e-16,-1.1298438,0.80289701 -0.2144819 -1.8365217,1.2898479 -1.3638118 -0.067979301,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,154,5,100,1,1.93574e-16,-1.1298438,-0.55614093 1.8177196 -0.31208603,-0.86818636 1.0814346 0.065719224,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,155,5,100,1,2.3075552e-16,-1.1298438,-1.3621959 -1.4557761 0.40154519,-1.3179104 -0.46135914 0.54565289,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,156,1,110,1,2.3075552e-16,-1.1298438,0.86300218 0.63214897 -1.4384584,-1.4423393 0.44478567 -0.36146545,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,157,2,101,1,2.3075552e-16,-1.1298438,0.206115 -1.4900042 -1.4353772,-1.0053186 0.63694552 -0.88235784,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,158,0,010,1,2.3075552e-16,-1.1298438,-1.1525933 1.2677297 -0.50673921,0.92950742 0.0050489651 0.22928263,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,159,4,000,1,2.3075552e-16,-1.1298438,-0.57085357 -0.11988514 -0.38582782,0.1332608 1.1765836 0.3593803,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,160,1,110,1,2.3075552e-16,-1.1298438,0.32344963 0.5183521 -1.9330067,-0.80841405 -0.25641029 1.4293912,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,161,0,010,1,2.3075552e-16,-1.1298438,0.9662859 1.6464804 0.22788701,1.1079525 -0.10424678 1.2195908,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,162,2,101,1,1.4728773e-16,-1.1298438,1.9682195 0.65983927 -0.075565428,0.63317873 1.3533736 -0.10895311,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,163,2,101,1,2.3075552e-16,-1.1298438,0.76073079 -1.8103962 0.32773927,-0.58813659 0.79850175 -0.62398165,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,164,0,010,1,1.93574e-16,-1.1298438,0.40645225 -0.0069133904 1.9895596,1.1143629 -1.2363849 1.2396567,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,165,3,001,1,2.3075552e-16,-1.1298438,1.0653919 -1.5543542 0.99000332,1.2600425 -0.59943281 0.16684436,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,166,0,010,1,2.3075552e-16,-1.1298438,-1.3891028 -0.52528697 -0.02849318,-0.20302994 -0.93298629 1.4461627,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,167,0,010,1,2.3075552e-16,-1.1298438,-1.9257874 -1.2943561 -0.8038345,-0.75420743 -1.3192458 -0.29165045,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,168,3,001,1,2.3075552e-16,-1.1298438,-1.0411546 -0.66853712 -1.5699718,1.0941927 0.8581255 -1.4556839,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,169,0,010,1,2.3075552e-16,-1.1298438,-1.8730164 0.66480114 -0.91808369,-0.43356998 -0.044594558 1.3353165,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,170,3,001,1,1.93574e-16,-1.1298438,-1.518748 -0.56306591 1.0499224,0.26694135 -0.40246731 0.032135314,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,171,2,101,1,2.3075552e-16,-1.1298438,-1.8581115 -0.60508581 0.77576003,-1.4482331 -0.037770223 -0.97855149,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,172,5,100,1,1.93574e-16,-1.1298438,-1.2447225 -0.7940032 -1.1393696,-1.1615201 -0.64699269 0.79362718,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,173,6,011,1,1.93574e-16,-1.1298438,0.33332212 1.0925745 1.351332,0.64734341 -0.88672201 -0.35320007,-1.2247449 1.2247449 1.2247449,-0.61237244 0.61237244 0.61237244
0.0,174,3,001,1,2.3075552e-16,-1.1298438,-0.807031 1.0028382 0.46832007,0.39060665 1.106788 -0.78693083,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,175,2,101,1,2.3075552e-16,-1.1298438,-0.91707209 0.62237949 1.3970259,-1.4666809 1.2364346 -0.69738679,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,176,1,110,1,2.3075552e-16,-1.1298438,-0.70286754 0.56651945 1.663507,-1.3021051 -0.095286168 0.93285838,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,177,0,010,1,1.4728773e-16,-1.1298438,-0.015212691 0.40554221 0.85976681,0.38395627 -1.4570315 1.1674434,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,178,3,001,1,1.93574e-16,-1.1298438,-1.0202118 -0.28772558 1.376762,-0.44939815 -0.18853489 0.31951123,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,179,2,101,1,2.3075552e-16,-1.1298438,-0.59860211 -0.88728113 0.085470641,-0.96347956 -0.31352223 -0.86123732,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,180,6,011,1,1.93574e-16,-1.1298438,-1.5058597 1.8825325 1.2943347,1.3756249 -0.24794912 -0.71849259,-1.2247449 1.2247449 1.2247449,-0.61237244 0.61237244 0.61237244
0.0,181,1,110,1,2.3075552e-16,-1.1298438,1.599851 -0.97857277 -0.28347231,0.36308658 -0.86381774 -0.043033424,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,182,1,110,1,2.3075552e-16,-1.1298438,1.1639982 0.39929114 -0.6662184,-1.0707006 -0.1577719 -0.10284324,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.0,183,5,100,1,2.3075552e-16,-1.1298438,-0.89069998 -0.44367957 -0.48134792,-1.1705032 1.2144229 0.88920494,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,184,7,111,1,1.93574e-16,-1.1298438,0.42188393 -0.97613159 0.2207413,-0.40097316 -0.86458409 -0.65916055,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.0,185,4,000,1,1.93574e-16,-1.1298438,0.3112743 -0.80181641 0.55692587,1.0782379 0.7174822 1.1547897,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,186,7,111,1,1.93574e-16,-1.1298438,1.5309049 1.0105584 -0.054771785,-0.84546203 -1.3359557 -0.34718601,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.0,187,3,001,1,2.3075552e-16,-1.1298438,-1.5307234 -1.532859 -0.80890326,-0.47548535 1.4299285 -1.0777028,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,188,2,101,1,2.3075552e-16,-1.1298438,0.4886127 -1.8775375 1.3756711,-1.1722084 -0.3336881 -0.024905725,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,189,0,010,1,2.3075552e-16,-1.1298438,1.1668144 -0.085021276 -0.897497,0.89099114 -0.89843541 1.3962065,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,190,0,010,1,2.3075552e-16,-1.1298438,0.59235028 -1.901468 1.834238,1.0894829 -0.89192173 1.4424525,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,191,0,010,1,2.3075552e-16,-1.1298438,-0.31875135 1.9111334 0.062496373,-0.28081696 -0.38790731 0.72918716,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,192,7,111,1,1.93574e-16,-1.1298438,1.0785258 1.2752864 1.0834099,-1.0587762 -1.3444594 -0.59627911,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.0,193,2,101,1,1.93574e-16,-1.1298438,-0.67739383 -0.44862654 0.2774676,-0.67891329 1.4271511 -0.36712898,1.2247449 -1.2247449 1.2247449,0.61237244 -0.61237244 0.61237244
0.0,194,0,010,1,2.3075552e-16,-1.1298438,-1.1354866 -0.40149782 -0.20798615,0.14685285 -0.93680328 -0.15922799,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,195,5,100,1,1.93574e-16,-1.1298438,1.7603688 -1.4737088 1.2024987,-0.76974176 -0.51355881 1.1708427,1.2247449 -1.2247449 -1.2247449,0.61237244 -0.61237244 -0.61237244
0.0,196,0,010,1,2.3075552e-16,-1.1298438,-0.15214793 1.7080913 -1.9451602,0.15778265 -1.2765839 0.015488182,-1.2247449 1.2247449 -1.2247449,-0.61237244 0.61237244 -0.61237244
0.0,197,4,000,1,2.3075552e-16,-1.1298438,1.0277823 -1.4286251 -1.1160157,1.0216965 0.75450661 0.21244465,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.0,198,3,001,1,1.93574e-16,-1.1298438,0.35569272 -1.2150364 0.064039268,1.1957739 -0.20209826 -1.2869571,-1.2247449 -1.2247449 1.2247449,-0.61237244 -0.61237244 0.61237244
0.0,199,1,110,1,1.93574e-16,-1.1298438,1.7628305 1.1247059 -1.7030656,-0.24387186 -1.0428991 1.1520403,1.2247449 1.2247449 -1.2247449,0.61237244 0.61237244 -0.61237244
0.02,0,6,011,1,3.9252311e-16,-1.2179959,0.61794301 1.7188734 -0.12095909,1.4705085 -1.2716425 -0.80139857,-1.2049066 1.2149482 1.2149482,-0.60245331 0.60747411 0.60747411
0.02,1,7,111,1,2.3284e-16,-1.0720784,1.2325039 0.36315871 1.6828961,-0.37959364 -1.4930967 -0.095172215,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.02,2,3,100,1,3.9252311e-16,-1.2179959,-1.4472738 -1.3697234 -1.1421341,-0.89301008 -0.23496058 0.1925866,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,3,5,101,1,3.9252311e-16,-1.2179959,1.3063364 -1.886429 -1.7523863,-0.46667007 -0.23728296 -1.205047,1.2149482 -1.2049066 1.2149482,0.60747411 -0.60245331 0.60747411
0.02,4,1,110,1,3.9252311e-16,-1.2179959,1.0748482 -0.98191052 1.9509165,0.45847739 -1.2971058 1.2213576,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,5,7,111,1,1.9570181e-16,-1.0720784,-0.19362571 1.2134494 0.88941889,-0.63464144 -0.018705131 -1.3505749,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.02,6,0,001,1,3.9252311e-16,-1.2179959,-1.8410301 -0.65031483 1.6701327,0.70532959 0.79389906 -0.23432346,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,7,6,011,1,3.9252311e-16,-1.2179959,1.8290006 0.26543545 0.41981299,1.1834682 -0.7968336 -0.83461913,-1.2049066 1.2149482 1.2149482,-0.60245331 0.60747411 0.60747411
0.02,8,7,111,1,5.6685339e-16,-1.0720784,0.19094822 0.17689064 0.53462686,-1.1957715 -0.6568028 -0.7271475,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.02,9,4,010,1,3.9252311e-16,-1.2179959,-0.045804939 0.35452556 -0.27500947,1.1620592 -0.26551094 0.10908789,-1.2149482 1.2049066 -1.2149482,-0.60747411 0.60245331 -0.60747411
0.02,10,4,010,1,3.9252311e-16,-1.2179959,-1.5128858 0.0034124324 1.8074746,1.1775724 -1.4624288 1.4497662,-1.2149482 1.2049066 -1.2149482,-0.60747411 0.60245331 -0.60747411
0.02,11,3,100,1,3.9252311e-16,-1.2179959,0.23019845 1.2673874 -1.0732145,-1.3034869 1.1681702 -0.033100191,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,12,1,110,1,3.9252311e-16,-1.2179959,-0.95121186 -0.95213227 -0.47296358,-0.83763305 -0.75683507 0.31489383,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,13,1,110,1,3.9252311e-16,-1.2179959,1.6934504 0.58223881 0.14040413,-1.0169633 -1.481103 1.0647635,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,14,1,110,1,3.9252311e-16,-1.2179959,1.4313368 1.4894086 -1.3000629,-1.4212394 -0.066991825 -0.14257425,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,15,5,101,1,3.9252311e-16,-1.2179959,0.049127717 0.86812067 1.455251,-0.021556773 0.82753404 -1.4831535,1.2149482 -1.2049066 1.2149482,0.60747411 -0.60245331 0.60747411
0.02,16,4,010,1,3.9252311e-16,-1.2179959,-1.1510244 -1.0134018 -0.44158806,1.0845201 -0.97748942 1.0055072,-1.2149482 1.2049066 -1.2149482,-0.60747411 0.60245331 -0.60747411
0.02,17,2,000,1,2.3284e-16,-1.0720784,-1.3649282 -1.3722226 -0.55302286,-0.070595942 1.0775955 0.27096278,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,18,0,001,1,3.9252311e-16,-1.2179959,-0.84120382 -1.3905223 0.28568238,0.80883143 -0.17415074 -0.82169999,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,19,6,011,1,3.9252311e-16,-1.2179959,-0.79022392 -0.19737109 1.4926734,1.2289515 -1.1836215 -1.284916,-1.2049066 1.2149482 1.2149482,-0.60245331 0.60747411 0.60747411
0.02,20,0,001,1,3.9252311e-16,-1.2179959,-0.85816284 -1.9932105 0.096974954,1.3714564 0.79644498 -0.56457501,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,21,0,001,1,3.9252311e-16,-1.2179959,-1.9227388 0.59129433 0.94892009,1.0967314 1.0816564 0.70213399,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,22,2,000,1,1.9570181e-16,-1.0720784,0.20696823 -0.47364729 -0.68429987,0.86820146 0.30029398 1.2525353,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,23,1,110,1,3.9252311e-16,-1.2179959,1.0608257 -1.0575392 -1.5238793,-1.4734422 -1.2688861 -0.4104855,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,24,2,000,1,2.3284e-16,-1.0720784,1.6988339 -0.7009164 -1.8781923,1.0416621 -0.1437147 0.097956963,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,25,7,111,1,2.3284e-16,-1.0720784,0.55635896 -1.6016068 0.07894693,-0.63418264 -0.76573979 -1.4190378,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
0.02,26,2,000,1,1.9479273e-16,-1.0720784,-0.065370964 -1.8182282 -1.6515434,0.2901648 0.38397174 1.0869138,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,27,3,100,1,3.9252311e-16,-1.2179959,1.664613 -0.025546015 1.2932487,-0.9624818 0.12061195 1.2793257,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,28,1,110,1,3.9252311e-16,-1.2179959,-1.7417121 1.1566811 -1.3570303,-1.3712167 0.10896378 1.1184218,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,29,5,101,1,3.9252311e-16,-1.2179959,-0.66744364 -1.0878229 -0.74978883,-0.81846051 0.05494106 -1.1815016,1.2149482 -1.2049066 1.2149482,0.60747411 -0.60245331 0.60747411
0.02,30,6,011,1,3.9252311e-16,-1.2179959,-1.2870182 1.1140114 -1.1167538,0.51622369 -0.15638291 -1.168435,-1.2049066 1.2149482 1.2149482,-0.60245331 0.60747411 0.60747411
0.02,31,0,001,1,3.9252311e-16,-1.2179959,-0.54607293 -1.129898 1.0847987,1.191123 0.56375305 -0.010052848,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,32,3,100,1,3.9252311e-16,-1.2179959,1.8915982 -1.2267343 -1.6765677,-0.86137163 -0.039310137 0.73125775,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,33,6,011,1,3.9252311e-16,-1.2179959,-1.6156354 1.7683975 -0.0053756374,0.91962506 0.59660288 -1.2288324,-1.2049066 1.2149482 1.2149482,-0.60245331 0.60747411 0.60747411
0.02,34,5,101,1,3.9252311e-16,-1.2179959,1.3043175 -0.64663818 0.18617287,0.36900181 -0.46264686 -0.73842704,1.2149482 -1.2049066 1.2149482,0.60747411 -0.60245331 0.60747411
0.02,35,0,001,1,3.9252311e-16,-1.2179959,-0.35928532 0.92751073 0.61135168,-0.030644223 0.94470202 -0.92137677,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,36,3,100,1,3.9252311e-16,-1.2179959,1.5586532 -0.41516842 -1.9139569,0.10476206 -0.081408769 -0.68251881,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,37,1,110,1,3.9252311e-16,-1.2179959,0.13939794 0.79934233 1.7423043,-1.393318 0.24345108 1.3899363,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,38,4,010,1,3.9252311e-16,-1.2179959,-0.61259914 1.6514402 -0.65454917,0.71277783 -0.26994395 0.40687741,-1.2149482 1.2049066 -1.2149482,-0.60747411 0.60245331 -0.60747411
0.02,39,1,110,1,3.9252311e-16,-1.2179959,0.67957871 -1.4234456 -1.2680388,0.045215841 -1.0223275 0.98747755,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,40,0,001,1,3.9252311e-16,-1.2179959,0.57644498 -1.6790932 1.4622069,0.89987637 1.079195 -1.4818303,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,41,2,000,1,6.2951114e-16,-1.0720784,-1.6144654 -1.3926221 -1.6531323,0.44259583 1.384842 0.68452786,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,42,4,010,1,3.9252311e-16,-1.2179959,-1.7516477 1.5892946 -0.62990004,-0.10692649 0.65394041 0.26647804,-1.2149482 1.2049066 -1.2149482,-0.60747411 0.60245331 -0.60747411
0.02,43,3,100,1,3.9252311e-16,-1.2179959,1.4819778 -1.2136321 -1.0932017,-1.0919579 -0.74035588 0.050814119,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,44,0,001,1,3.9252311e-16,-1.2179959,-1.5493458 1.5162166 1.242689,0.7964877 1.3700297 0.18325604,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,45,0,001,1,3.9252311e-16,-1.2179959,0.77120668 -0.87289873 1.6689971,1.0426599 0.42630986 -0.92098328,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,46,3,100,1,3.9252311e-16,-1.2179959,0.32500711 -0.55152635 -1.1967536,-0.06484039 0.3803774 1.1271427,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,47,2,000,1,2.3305165e-16,-1.0720784,-0.46531768 -1.2116399 -0.77864678,0.21897997 0.38475297 -0.4970085,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,48,0,001,1,3.9252311e-16,-1.2179959,1.3628266 -0.30720588 0.2366861,0.90896785 1.1528334 -0.082767335,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,49,2,000,1,2.3284e-16,-1.0720784,-1.8731062 1.0217827 -1.3539477,0.2440213 1.184077 0.32624343,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,50,3,100,1,3.9252311e-16,-1.2179959,1.4539268 -0.30269887 -1.5568636,-0.2176001 0.99454352 -0.73010413,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,51,2,000,1,2.3334765e-16,-1.0720784,1.8316891 -1.4104565 0.78883154,0.89561723 -0.78095852 0.73096086,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,52,3,100,1,3.9252311e-16,-1.2179959,1.6639632 -0.67908537 -0.95389743,-0.56667545 0.019324436 1.1589166,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,53,4,010,1,3.9252311e-16,-1.2179959,-0.66498159 1.8281048 1.1007222,0.2082995 0.54703811 1.3935534,-1.2149482 1.2049066 -1.2149482,-0.60747411 0.60245331 -0.60747411
0.02,54,2,000,1,2.3284e-16,-1.0720784,-1.4875241 -0.043798773 -0.70643655,1.2876299 0.038790168 -0.4815964,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,55,2,000,1,2.3284e-16,-1.0720784,-1.5824115 1.5247361 -1.4954971,0.074765944 0.96654719 0.50777119,-1.2247449 -1.2247449 -1.2247449,-0.61237244 -0.61237244 -0.61237244
0.02,56,1,110,1,3.9252311e-16,-1.2179959,1.3287539 0.34098247 0.97250338,0.24139159 -0.089495734 0.85758833,1.2149482 1.2149482 -1.2049066,0.60747411 0.60747411 -0.60245331
0.02,57,3,100,1,3.9252311e-16,-1.2179959,-0.71226965 -1.2891114 -1.5338413,-1.2208578 0.6081475 -0.69525635,1.2049066 -1.2149482 -1.2149482,0.60245331 -0.60747411 -0.60747411
0.02,58,0,001,1,3.9252311e-16,-1.2179959,1.6467183 -1.3880403 0.020876968,0.9047266 0.63315815 -1.4317611,-1.2149482 -1.2149482 1.2049066,-0.60747411 -0.60747411 0.60245331
0.02,59,6,011,1,3.9252311e-16,-1.2179959,1.0308561 1.8136696 -1.0740067,0.99501656 0.20918233 -0.80560715,-1.2049066 1.2149482 1.2149482,-0.60245331 0.60747411 0.60747411
0.02,60,7,111,1,2.3284e-16,-1.0720784,1.9128017 1.6643293 1.1909803,-1.4933268 0.49812466 -0.16280773,1.2247449 1.2247449 1.2247449,0.61237244 0.61237244 0.61237244
