edge_id,i,j,conductance
157,2,35,1.77269347879e-11
158,2,36,1.35883591504e-11
159,2,37,1.7573346601e-10
160,2,38,2.28737585233e-10
161,2,39,1.556586824e-12
162,2,40,2.92964202437e-11
163,2,41,5.18850905244e-10
164,2,42,5.09370419757e-10
165,2,43,4.17070901781e-11
166,2,44,2.08799880707e-11
167,2,45,2.29617480537e-10
168,2,46,3.97083630519e-10
169,2,47,1.31428088569e-11
170,2,48,4.04964339335e-12
171,2,49,2.24475789254e-13
172,2,50,3.25295559284e-10
173,2,51,8.13047068177e-10
174,2,52,5.44440816179e-10
175,2,53,1.80633730289e-10
176,2,54,4.37994948405e-11
177,2,55,2.36481401541e-12
178,2,56,1.49523049621e-12
179,2,57,3.90054752127e-12
180,2,58,7.68917569504e-12
181,2,59,1.54414054594e-12
182,2,60,3.43362643298e-11
183,2,61,2.2690505961e-11
184,2,62,6.6412193173e-12
185,2,63,3.69596895345e-13
186,3,4,8.11578473052e-10
187,3,5,2.74393857546e-10
188,3,6,5.55459719118e-11
189,3,7,3.34933472282e-12
190,3,8,2.63009912029e-12
191,3,9,9.6401568627e-10
192,3,10,0.1
193,3,11,7.46324358186e-11
194,3,12,9.44259708364e-11
195,3,13,2.02620706792e-10
196,3,14,5.48446663994e-10
197,3,15,1.07195904702e-12
198,3,16,7.77427193582e-12
199,3,17,2.32989816076e-10
200,3,18,8.83452278395e-11
201,3,19,4.36792329778e-11
202,3,20,7.91198823857e-11
203,3,21,2.22376978009e-10
204,3,22,3.66192263051e-10
205,3,23,3.30552941185e-13
206,3,24,2.90830540114e-12
207,3,25,4.66657535817e-11
208,3,26,1.48462281614e-10
209,3,27,3.82120251286e-10
210,3,28,2.7585933562e-10
211,3,29,2.80735317126e-10
212,3,30,1.66178314809e-10
213,3,31,1.78186023082e-13
214,3,32,1.07811668266e-10
215,3,33,6.78429920962e-11
216,3,34,6.26088598206e-11
217,3,35,1.16499148226e-10
218,3,36,8.90631368909e-11
219,3,37,1.65395469964e-10
220,3,38,1.31565562393e-10
221,3,39,1.79875374931e-12
222,3,40,1.54970447175e-12
223,3,41,4.67392280069e-10
224,3,42,6.08032018351e-10
225,3,43,2.51759542956e-11
226,3,44,7.84813715375e-11
227,3,45,1.34889100851e-10
228,3,46,3.04380162196e-10
229,3,47,2.03920925129e-12
230,3,48,1.43289190769e-12
231,3,49,1.94515308723e-11
232,3,50,1.11451326869e-09
233,3,51,6.95752376571e-10
234,3,52,7.04373560299e-10
235,3,53,2.73704385434e-10
236,3,54,5.19125447954e-11
