success,relative_residual,max_pattern_residual,max_network_fp_residual,n_patterns,n_edges,n_nonzero_edges,sum_conductance,all_hurwitz
1,4.61905904313e-08,1.90165163068e-08,3.03064086452e-15,10,2016,1234,33.0748533405,1
