edge_id,i,j,conductance
486,8,19,0.1
487,8,20,0.1
488,8,21,0.1
489,8,22,0.1
490,8,23,0.1
491,8,24,0.1
492,8,25,0.1
493,8,26,0.1
494,8,27,0.1
495,8,28,0.1
496,8,29,0.1
497,8,30,0.1
498,8,31,0.1
499,8,32,0.1
500,8,33,0.1
501,8,34,0.1
502,8,35,0.1
503,8,36,0.1
504,8,37,0.1
505,8,38,0.1
506,8,39,0.1
507,8,40,0.1
508,8,41,0.1
509,8,42,0.1
510,8,43,0.1
511,8,44,0.1
512,8,45,0.1
513,8,46,0.1
514,8,47,0.1
515,8,48,0.1
516,8,49,0.1
517,8,50,0.1
518,8,51,0.1
519,8,52,0.1
520,8,53,0.1
521,8,54,0.1
522,8,55,0.1
523,8,56,0.1
524,8,57,0.1
525,8,58,0.1
526,8,59,0.1
527,8,60,0.1
528,8,61,0.1
529,8,62,0.1
530,8,63,0.1
531,9,10,0.1
532,9,11,0.1
533,9,12,0.1
534,9,13,0.1
535,9,14,0.1
536,9,15,0.1
537,9,16,0.1
538,9,17,0.1
539,9,18,0.1
540,9,19,0.1
541,9,20,0.1
542,9,21,0.1
543,9,22,0.1
544,9,23,0.1
545,9,24,0.1
546,9,25,0.1
547,9,26,0.1
548,9,27,0.1
549,9,28,0.1
550,9,29,0.1
551,9,30,0.1
552,9,31,0.1
553,9,32,0.1
554,9,33,0.1
555,9,34,0.1
556,9,35,0.1
557,9,36,0.1
558,9,37,0.1
559,9,38,0.1
560,9,39,0.1
561,9,40,0.1
562,9,41,0.1
563,9,42,0.1
564,9,43,0.1
565,9,44,0.1
566,9,45,0.1
567,9,46,0.1
568,9,47,0.1
569,9,48,0.1
570,9,49,0.1
571,9,50,0.1
572,9,51,0.1
573,9,52,0.1
574,9,53,0.1
575,9,54,0.1
576,9,55,0.1
577,9,56,0.1
578,9,57,0.1
579,9,58,0.1
580,9,59,0.1
581,9,60,0.1
582,9,61,0.1
583,9,62,0.1
584,9,63,0.1
585,10,11,0.1
586,10,12,0.1
587,10,13,0.1
588,10,14,0.1
589,10,15,0.1
590,10,16,0.1
591,10,17,0.1
592,10,18,0.1
593,10,19,0.1
594,10,20,0.1
595,10,21,0.1
596,10,22,0.1
597,10,23,0.1
598,10,24,0.1
599,10,25,0.1
600,10,26,0.1
601,10,27,0.1
602,10,28,0.1
603,10,29,0.1
604,10,30,0.1
605,10,31,0.1
606,10,32,0.1
607,10,33,0.1
608,10,34,0.1
609,10,35,0.1
610,10,36,0.1
611,10,37,0.1
612,10,38,0.1
613,10,39,0.1
614,10,40,0.1
615,10,41,0.1
616,10,42,0.1
617,10,43,0.1
618,10,44,0.1
619,10,45,0.1
620,10,46,0.1
621,10,47,0.1
622,10,48,0.1
623,10,49,0.1
624,10,50,0.1
625,10,51,0.1
626,10,52,0.1
627,10,53,0.1
628,10,54,0.1
629,10,55,0.1
630,10,56,0.1
631,10,57,0.1
632,10,58,0.1
633,10,59,0.1
634,10,60,0.1
635,10,61,0.1
636,10,62,0.1
637,10,63,0.1
638,11,12,0.1
639,11,13,0.1
640,11,14,0.1
641,11,15,0.1
642,11,16,0.1
643,11,17,0.1
644,11,18,0.1
645,11,19,0.1
646,11,20,0.1
647,11,21,0.1
648,11,22,0.1
649,11,23,0.1
650,11,24,0.1
651,11,25,0.1
652,11,26,0.1
653,11,27,0.1
654,11,28,0.1
655,11,29,0.1
656,11,30,0.1
657,11,31,0.1
658,11,32,0.1
659,11,33,0.1
660,11,34,0.1
661,11,35,0.1
662,11,36,0.1
663,11,37,0.1
664,11,38,0.1
665,11,39,0.1
666,11,40,0.1
667,11,41,0.1
668,11,42,0.1
669,11,43,0.1
670,11,44,0.1
671,11,45,0.1
672,11,46,0.1
673,11,47,0.1
674,11,48,0.1
675,11,49,0.1
676,11,50,0.1
677,11,51,0.1
678,11,52,0.1
679,11,53,0.1
680,11,54,0.1
681,11,55,0.1
682,11,56,0.1
683,11,57,0.1
684,11,58,0.1
685,11,59,0.1
686,11,60,0.1
687,11,61,0.1
688,11,62,0.1
689,11,63,0.1
690,12,13,0.1
691,12,14,0.1
692,12,15,0.1
693,12,16,0.1
694,12,17,0.1
695,12,18,0.1
696,12,19,0.1
697,12,20,0.1
698,12,21,0.1
699,12,22,0.1
700,12,23,0.1
701,12,24,0.1
702,12,25,0.1
703,12,26,0.1
704,12,27,0.1
705,12,28,0.1
706,12,29,0.1
707,12,30,0.1
708,12,31,0.1
709,12,32,0.1
710,12,33,0.1
711,12,34,0.1
712,12,35,0.1
713,12,36,0.1
714,12,37,0.1
715,12,38,0.1
716,12,39,0.1
717,12,40,0.1
718,12,41,0.1
719,12,42,0.1
720,12,43,0.1
721,12,44,0.1
722,12,45,0.1
723,12,46,0.1
724,12,47,0.1
725,12,48,0.1
726,12,49,0.1
727,12,50,0.1
728,12,51,0.1
729,12,52,0.1
730,12,53,0.1
731,12,54,0.1
732,12,55,0.1
733,12,56,0.1
734,12,57,0.1
735,12,58,0.1
736,12,59,0.1
737,12,60,0.1
738,12,61,0.1
739,12,62,0.1
740,12,63,0.1
741,13,14,0.1
742,13,15,0.1
743,13,16,0.1
744,13,17,0.1
745,13,18,0.1
746,13,19,0.1
747,13,20,0.1
748,13,21,0.1
749,13,22,0.1
750,13,23,0.1
751,13,24,0.1
752,13,25,0.1
753,13,26,0.1
754,13,27,0.1
755,13,28,0.1
756,13,29,0.1
757,13,30,0.1
758,13,31,0.1
759,13,32,0.1
760,13,33,0.1
761,13,34,0.1
762,13,35,0.1
763,13,36,0.1
764,13,37,0.1
765,13,38,0.1
766,13,39,0.1
767,13,40,0.1
768,13,41,0.1
769,13,42,0.1
770,13,43,0.1
771,13,44,0.1
772,13,45,0.1
773,13,46,0.1
774,13,47,0.1
775,13,48,0.1
776,13,49,0.1
777,13,50,0.1
778,13,51,0.1
779,13,52,0.1
780,13,53,0.1
781,13,54,0.1
782,13,55,0.1
783,13,56,0.1
784,13,57,0.1
785,13,58,0.1
786,13,59,0.1
787,13,60,0.1
788,13,61,0.1
789,13,62,0.1
790,13,63,0.1
791,14,15,0.1
792,14,16,0.1
793,14,17,0.1
794,14,18,0.1
795,14,19,0.1
796,14,20,0.1
797,14,21,0.1
798,14,22,0.1
799,14,23,0.1
800,14,24,0.1
801,14,25,0.1
802,14,26,0.1
803,14,27,0.1
804,14,28,0.1
805,14,29,0.1
806,14,30,0.1
807,14,31,0.1
808,14,32,0.1
809,14,33,0.1
810,14,34,0.1
811,14,35,0.1
812,14,36,0.1
813,14,37,0.1
814,14,38,0.1
815,14,39,0.1
816,14,40,0.1
817,14,41,0.1
818,14,42,0.1
819,14,43,0.1
820,14,44,0.1
821,14,45,0.1
822,14,46,0.1
823,14,47,0.1
824,14,48,0.1
825,14,49,0.1
826,14,50,0.1
827,14,51,0.1
828,14,52,0.1
829,14,53,0.1
830,14,54,0.1
831,14,55,0.1
832,14,56,0.1
833,14,57,0.1
834,14,58,0.1
835,14,59,0.1
836,14,60,0.1
837,14,61,0.1
838,14,62,0.1
839,14,63,0.1
840,15,16,0.1
841,15,17,0.1
842,15,18,0.1
843,15,19,0.1
844,15,20,0.1
845,15,21,0.1
846,15,22,0.1
847,15,23,0.1
848,15,24,0.1
849,15,25,0.1
850,15,26,0.1
851,15,27,0.1
852,15,28,0.1
853,15,29,0.1
854,15,30,0.1
855,15,31,0.1
856,15,32,0.1
857,15,33,0.1
858,15,34,0.1
859,15,35,0.1
860,15,36,0.1
861,15,37,0.1
862,15,38,0.1
863,15,39,0.1
864,15,40,0.1
865,15,41,0.1
866,15,42,0.1
867,15,43,0.1
868,15,44,0.1
869,15,45,0.1
870,15,46,0.1
871,15,47,0.1
872,15,48,0.1
873,15,49,0.1
874,15,50,0.1
875,15,51,0.1
876,15,52,0.1
877,15,53,0.1
878,15,54,0.1
879,15,55,0.1
880,15,56,0.1
881,15,57,0.1
882,15,58,0.1
883,15,59,0.1
884,15,60,0.1
885,15,61,0.1
886,15,62,0.1
887,15,63,0.1
888,16,17,0.1
889,16,18,0.1
890,16,19,0.1
891,16,20,0.1
892,16,21,0.1
893,16,22,0.1
894,16,23,0.1
895,16,24,0.1
896,16,25,0.1
897,16,26,0.1
898,16,27,0.1
899,16,28,0.1
900,16,29,0.1
901,16,30,0.1
902,16,31,0.1
903,16,32,0.1
904,16,33,0.1
905,16,34,0.1
906,16,35,0.1
907,16,36,0.1
908,16,37,0.1
909,16,38,0.1
910,16,39,0.1
911,16,40,0.1
912,16,41,0.1
913,16,42,0.1
914,16,43,0.1
915,16,44,0.1
916,16,45,0.1
917,16,46,0.1
918,16,47,0.1
919,16,48,0.1
920,16,49,0.1
921,16,50,0.1
922,16,51,0.1
923,16,52,0.1
924,16,53,0.1
925,16,54,0.1
926,16,55,0.1
927,16,56,0.1
928,16,57,0.1
929,16,58,0.1
930,16,59,0.1
931,16,60,0.1
932,16,61,0.1
933,16,62,0.1
934,16,63,0.1
935,17,18,0.1
936,17,19,0.1
937,17,20,0.1
938,17,21,0.1
939,17,22,0.1
940,17,23,0.1
941,17,24,0.1
942,17,25,0.1
943,17,26,0.1
944,17,27,0.1
945,17,28,0.1
946,17,29,0.1
947,17,30,0.1
948,17,31,0.1
949,17,32,0.1
950,17,33,0.1
951,17,34,0.1
952,17,35,0.1
953,17,36,0.1
954,17,37,0.1
955,17,38,0.1
956,17,39,0.1
957,17,40,0.1
958,17,41,0.1
959,17,42,0.1
960,17,43,0.1
961,17,44,0.1
962,17,45,0.1
963,17,46,0.1
964,17,47,0.1
965,17,48,0.1
966,17,49,0.1
967,17,50,0.1
968,17,51,0.1
969,17,52,0.1
970,17,53,0.1
971,17,54,0.1
972,17,55,0.1
973,17,56,0.1
974,17,57,0.1
975,17,58,0.1
976,17,59,0.1
977,17,60,0.1
978,17,61,0.1
979,17,62,0.1
980,17,63,0.1
981,18,19,0.1
982,18,20,0.1
983,18,21,0.1
984,18,22,0.1
985,18,23,0.1
986,18,24,0.1
987,18,25,0.1
988,18,26,0.1
989,18,27,0.1
990,18,28,0.1
991,18,29,0.1
992,18,30,0.1
993,18,31,0.1
994,18,32,0.1
995,18,33,0.1
996,18,34,0.1
997,18,35,0.1
998,18,36,0.1
999,18,37,0.1
1000,18,38,0.1
1001,18,39,0.1
1002,18,40,0.1
1003,18,41,0.1
1004,18,42,0.1
1005,18,43,0.1
1006,18,44,0.1
1007,18,45,0.1
1008,18,46,0.1
1009,18,47,0.1
1010,18,48,0.1
1011,18,49,0.1
1012,18,50,0.1
1013,18,51,0.1
1014,18,52,0.1
1015,18,53,0.1
1016,18,54,0.1
1017,18,55,0.1
1018,18,56,0.1
1019,18,57,0.1
1020,18,58,0.1
1021,18,59,0.1
1022,18,60,0.1
1023,18,61,0.1
1024,18,62,0.1
1025,18,63,0.1
1026,19,20,0.1
1027,19,21,0.1
1028,19,22,0.1
1029,19,23,0.1
1030,19,24,0.1
1031,19,25,0.1
1032,19,26,0.1
1033,19,27,0.1
1034,19,28,0.1
1035,19,29,0.1
1036,19,30,0.1
1037,19,31,0.1
1038,19,32,0.1
1039,19,33,0.1
1040,19,34,0.1
1041,19,35,0.1
1042,19,36,0.1
1043,19,37,0.1
1044,19,38,0.1
1045,19,39,0.1
1046,19,40,0.1
1047,19,41,0.1
1048,19,42,0.1
1049,19,43,0.1
1050,19,44,0.1
1051,19,45,0.1
1052,19,46,0.1
1053,19,47,0.1
1054,19,48,0.1
1055,19,49,0.1
1056,19,50,0.1
1057,19,51,0.1
1058,19,52,0.1
1059,19,53,0.1
1060,19,54,0.1
1061,19,55,0.1
1062,19,56,0.1
1063,19,57,0.1
1064,19,58,0.1
1065,19,59,0.1
1066,19,60,0.1
1067,19,61,0.1
1068,19,62,0.1
1069,19,63,0.1
1070,20,21,0.1
1071,20,22,0.1
1072,20,23,0.1
1073,20,24,0.1
1074,20,25,0.1
1075,20,26,0.1
1076,20,27,0.1
1077,20,28,0.1
1078,20,29,0.1
1079,20,30,0.1
1080,20,31,0.1
1081,20,32,0.1
1082,20,33,0.1
1083,20,34,0.1
1084,20,35,0.1
1085,20,36,0.1
1086,20,37,0.1
1087,20,38,0.1
1088,20,39,0.1
1089,20,40,0.1
1090,20,41,0.1
1091,20,42,0.1
1092,20,43,0.1
1093,20,44,0.1
1094,20,45,0.1
1095,20,46,0.1
1096,20,47,0.1
1097,20,48,0.1
1098,20,49,0.1
1099,20,50,0.1
1100,20,51,0.1
1101,20,52,0.1
1102,20,53,0.1
1103,20,54,0.1
1104,20,55,0.1
1105,20,56,0.1
1106,20,57,0.1
1107,20,58,0.1
1108,20,59,0.1
1109,20,60,0.1
1110,20,61,0.1
1111,20,62,0.1
1112,20,63,0.1
1113,21,22,0.1
1114,21,23,0.1
1115,21,24,0.1
1116,21,25,0.1
1117,21,26,0.1
1118,21,27,0.1
1119,21,28,0.1
1120,21,29,0.1
1121,21,30,0.1
1122,21,31,0.1
1123,21,32,0.1
1124,21,33,0.1
1125,21,34,0.1
1126,21,35,0.1
1127,21,36,0.1
1128,21,37,0.1
1129,21,38,0.1
1130,21,39,0.1
1131,21,40,0.1
1132,21,41,0.1
1133,21,42,0.1
1134,21,43,0.1
1135,21,44,0.1
1136,21,45,0.1
1137,21,46,0.1
1138,21,47,0.1
1139,21,48,0.1
1140,21,49,0.1
1141,21,50,0.1
1142,21,51,0.1
1143,21,52,0.1
1144,21,53,0.1
1145,21,54,0.1
1146,21,55,0.1
1147,21,56,0.1
1148,21,57,0.1
1149,21,58,0.1
1150,21,59,0.1
1151,21,60,0.1
1152,21,61,0.1
1153,21,62,0.1
1154,21,63,0.1
1155,22,23,0.1
1156,22,24,0.1
1157,22,25,0.1
1158,22,26,0.1
1159,22,27,0.1
1160,22,28,0.1
1161,22,29,0.1
1162,22,30,0.1
1163,22,31,0.1
1164,22,32,0.1
1165,22,33,0.1
1166,22,34,0.1
1167,22,35,0.1
1168,22,36,0.1
1169,22,37,0.1
1170,22,38,0.1
1171,22,39,0.1
1172,22,40,0.1
1173,22,41,0.1
1174,22,42,0.1
1175,22,43,0.1
1176,22,44,0.1
1177,22,45,0.1
1178,22,46,0.1
1179,22,47,0.1
1180,22,48,0.1
1181,22,49,0.1
1182,22,50,0.1
1183,22,51,0.1
1184,22,52,0.1
1185,22,53,0.1
1186,22,54,0.1
1187,22,55,0.1
1188,22,56,0.1
1189,22,57,0.1
1190,22,58,0.1
1191,22,59,0.1
1192,22,60,0.1
1193,22,61,0.1
1194,22,62,0.1
1195,22,63,0.1
1196,23,24,0.1
1197,23,25,0.1
1198,23,26,0.1
1199,23,27,0.1
1200,23,28,0.1
1201,23,29,0.1
1202,23,30,0.1
1203,23,31,0.1
1204,23,32,0.1
1205,23,33,0.1
1206,23,34,0.1
1207,23,35,0.1
1208,23,36,0.1
1209,23,37,0.1
1210,23,38,0.1
1211,23,39,0.1
1212,23,40,0.1
1213,23,41,0.1
1214,23,42,0.1
1215,23,43,0.1
1216,23,44,0.1
1217,23,45,0.1
1218,23,46,0.1
1219,23,47,0.1
1220,23,48,0.1
1221,23,49,0.1
1222,23,50,0.1
1223,23,51,0.1
1224,23,52,0.1
1225,23,53,0.1
1226,23,54,0.1
1227,23,55,0.1
1228,23,56,0.1
1229,23,57,0.1
1230,23,58,0.1
1231,23,59,0.1
1232,23,60,0.1
1233,23,61,0.1
1234,23,62,0.1
1235,23,63,0.1
1236,24,25,0.1
1237,24,26,0.1
1238,24,27,0.1
1239,24,28,0.1
1240,24,29,0.1
1241,24,30,0.1
1242,24,31,0.1
1243,24,32,0.1
1244,24,33,0.1
1245,24,34,0.1
1246,24,35,0.1
1247,24,36,0.1
1248,24,37,0.1
1249,24,38,0.1
1250,24,39,0.1
1251,24,40,0.1
1252,24,41,0.1
1253,24,42,0.1
1254,24,43,0.1
1255,24,44,0.1
1256,24,45,0.1
1257,24,46,0.1
1258,24,47,0.1
1259,24,48,0.1
1260,24,49,0.1
1261,24,50,0.1
1262,24,51,0.1
1263,24,52,0.1
1264,24,53,0.1
1265,24,54,0.1
1266,24,55,0.1
1267,24,56,0.1
1268,24,57,0.1
1269,24,58,0.1
1270,24,59,0.1
1271,24,60,0.1
1272,24,61,0.1
1273,24,62,0.1
1274,24,63,0.1
1275,25,26,0.1
1276,25,27,0.1
1277,25,28,0.1
1278,25,29,0.1
1279,25,30,0.1
1280,25,31,0.1
1281,25,32,0.1
1282,25,33,0.1
1283,25,34,0.1
1284,25,35,0.1
1285,25,36,0.1
1286,25,37,0.1
1287,25,38,0.1
1288,25,39,0.1
1289,25,40,0.1
1290,25,41,0.1
1291,25,42,0.1
1292,25,43,0.1
1293,25,44,0.1
1294,25,45,0.1
1295,25,46,0.1
1296,25,47,0.1
1297,25,48,0.1
1298,25,49,0.1
1299,25,50,0.1
1300,25,51,0.1
1301,25,52,0.1
1302,25,53,0.1
1303,25,54,0.1
1304,25,55,0.1
1305,25,56,0.1
1306,25,57,0.1
1307,25,58,0.1
1308,25,59,0.1
1309,25,60,0.1
1310,25,61,0.1
1311,25,62,0.1
1312,25,63,0.1
1313,26,27,0.1
1314,26,28,0.1
1315,26,29,0.1
1316,26,30,0.1
1317,26,31,0.1
1318,26,32,0.1
1319,26,33,0.1
1320,26,34,0.1
1321,26,35,0.1
1322,26,36,0.1
1323,26,37,0.1
1324,26,38,0.1
1325,26,39,0.1
1326,26,40,0.1
1327,26,41,0.1
1328,26,42,0.1
1329,26,43,0.1
1330,26,44,0.1
1331,26,45,0.1
1332,26,46,0.1
1333,26,47,0.1
1334,26,48,0.1
1335,26,49,0.1
1336,26,50,0.1
1337,26,51,0.1
1338,26,52,0.1
1339,26,53,0.1
1340,26,54,0.1
1341,26,55,0.1
1342,26,56,0.1
1343,26,57,0.1
1344,26,58,0.1
1345,26,59,0.1
1346,26,60,0.1
1347,26,61,0.1
1348,26,62,0.1
1349,26,63,0.1
1350,27,28,0.1
1351,27,29,0.1
1352,27,30,0.1
1353,27,31,0.1
1354,27,32,0.1
1355,27,33,0.1
1356,27,34,0.1
1357,27,35,0.1
1358,27,36,0.1
